,101,297,155,75,31,7,133,19,211,6,4,7,5,12,5,5,10,62,41,45,5,7,65,90,24,51,23,24,29,6,23,58,21,28,86,22,50,9,6,54,8,16,36,23,106,7,11,51,25,32,5,11,23,5,4,8,6,10,4,8,6,63,6,6,7,7,30,8,20,8,131,12,9,43,43,46,78,44,6,5,25,28,160,18,17,11,27,9,82,10,7,7,15,28,41,35,8,13,11,9,6,50,9,19,48,138,10,11,6,21,7,9,7,7,71,34,47,6,62,13,6,24,16,9,6,7,18,36,27,8,8,9,12,25,73,8,6,6,155,79,106,29,28,133,33,45,7,90,38,30,13,62,7,33,9,42,11,145,15,29,50,9,8,8,7,94,14,42,54,98,156,25,13,9,10,93,10,5,69,6,6,9,7,7,8,4,23,187,34,8,58,30,6,8,5,83,53,8,12,10,5,10,30,5,7,7,8,7,96,21,37,9,15,10,8,9,36,9,7,7,4,5,14,20,9,4,7,9,7,7,17,7,7,11,9,32,49,6,5,7,97,6,21,6,8,24,10,35,8,9
,101,192,56,106,36,2,82,4,61,2,2,1,1,1,1,1,1,32,65,4,2,3,134,1,35,46,24,1,22,7,23,210,1,34,121,55,20,2,2,9,1,14,23,20,76,1,6,49,19,19,3,8,6,1,1,1,1,3,2,1,1,55,5,1,2,1,78,3,1,1,20,4,1,23,36,82,91,26,6,5,19,23,67,12,1,2,22,3,45,6,3,2,11,9,29,29,7,9,1,1,3,61,4,9,45,157,1,8,1,4,2,1,1,1,65,24,60,4,53,8,1,9,6,3,3,1,22,28,27,22,1,4,5,12,25,2,3,1,72,153,17,29,1,75,22,71,3,66,51,88,9,68,2,22,1,5,9,85,15,20,20,3,1,10,1,45,5,138,50,27,75,5,8,6,3,116,4,1,19,2,1,1,1,2,3,2,16,58,26,7,69,19,1,1,1,68,1,2,8,6,2,1,49,1,2,3,5,2,62,12,1,2,12,3,1,1,25,1,1,1,1,1,10,10,2,1,1,3,2,1,37,2,1,1,1,60,1,2,3,2,131,1,13,1,2,10,4,46,5,3
,5,17,8,4,54,2,4,10,18,2,1,1,1,1,1,1,1,5,4,3,2,4,4,1,2,7,12,3,1,5,2,3,2,6,3,10,3,3,5,3,2,5,35,14,12,7,3,14,7,3,3,7,4,5,2,2,1,4,2,1,1,5,2,1,2,1,8,6,1,1,7,3,2,3,3,9,2,7,4,6,3,4,4,3,3,4,19,5,3,1,4,2,4,3,2,2,4,5,2,2,5,9,1,5,6,8,4,3,1,1,1,1,1,1,2,4,3,4,13,6,1,3,4,4,4,2,9,6,4,4,2,16,2,1,2,4,3,2,5,26,6,2,2,6,7,4,2,4,4,6,8,18,12,4,2,10,5,8,16,40,11,3,1,5,2,5,46,6,6,4,2,5,5,3,4,13,5,1,4,1,1,1,1,2,3,2,2,3,8,6,4,3,2,5,2,2,2,2,8,5,2,1,6,3,31,4,10,6,5,2,3,2,2,2,5,2,3,2,2,3,2,1,13,24,2,1,1,4,2,1,5,4,3,1,1,2,1,4,4,8,3,6,2,3,3,10,4,6,2,2
,5,17,8,4,54,2,4,10,18,2,1,1,1,1,1,1,1,5,4,2,3,4,3,6,3,8,13,2,3,4,2,3,2,6,3,10,3,3,5,3,2,5,35,17,5,7,3,14,7,3,3,7,4,5,2,1,1,4,2,1,1,5,2,1,2,1,8,6,1,1,7,3,2,3,3,9,2,7,4,6,3,4,4,3,3,4,19,5,3,1,4,2,4,3,2,2,4,5,2,2,5,9,1,5,6,8,4,3,3,10,2,2,1,1,2,2,4,4,10,2,1,3,4,4,4,1,9,6,4,4,2,16,2,1,2,4,3,2,5,26,6,2,2,5,19,22,4,3,4,5,1,8,5,4,6,2,4,9,16,2,35,2,1,5,2,5,46,5,6,4,2,5,5,3,4,14,5,1,4,1,1,1,1,2,3,2,2,3,8,6,4,3,2,5,2,2,12,4,5,1,2,1,6,3,31,4,10,4,5,2,3,2,2,2,5,1,3,2,2,1,1,1,13,24,2,1,1,4,2,1,5,4,1,1,1,2,1,4,4,8,3,6,2,17,1,10,7,6,2,2
