,565,469,203,205,161,173,127,127,93,149,152,99,52,134,96,151,99,145,180,118,141,81,99,128,94,126,136,147,98,143,129,97,96,175,122,77,97,123,116,120,97,122,147,123,128,109,119,148,120,149,176,179,117,149,115,104,129,59,145,119,92,97,187,149,142,143,122,88,129,154,133,99,122,156,94,99,147,97,128,140,56,98,99,157,153,114,143,157,97,80,174,126,148,178,97,124,147,96,98,123
,565,442,171,141,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,125,72,53,8,5,1,12,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,125,72,53,8,5,1,12,4,1,5,4,1,1,1,1,1,1,1,5,1,2,2,1,1,1,1,2,3,3,19,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,2,1,1,1,5,1,1,3,4,4,1,2,1,1,7,2,1,3,1,6,2,1,1,1,1,1,1,1,2
