,Run 0,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.4838709677419355,0.5,0.4666666666666667,0.5,0.5,0.5,0.5,0.5
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6585365853658537,0.6666666666666666,0.6486486486486487,0.6666666666666666,0.6444444444444445,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7407407407407407,0.75,0.7346938775510204,0.75,0.7333333333333333,0.75,0.7241379310344828,0.75,0.75,0.75,0.75,0.75
3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7941176470588235,0.8,0.7868852459016393,0.8,0.7837837837837838,0.8,0.7567567567567568,0.8,0.8,0.8,0.8,0.8
4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8271604938271605,0.8333333333333334,0.8194444444444444,0.8333333333333334,0.8222222222222222,0.8333333333333334,0.7954545454545454,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
5,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8548387096774194,0.8526315789473684,0.8571428571428571,0.8452380952380952,0.8571428571428571,0.8476190476190476,0.8571428571428571,0.8235294117647058,0.8571428571428571,0.8571428571428571,0.855072463768116,0.8571428571428571,0.8571428571428571
6,0.875,0.875,0.875,0.8737864077669902,0.875,0.875,0.875,0.8732394366197183,0.8715596330275229,0.875,0.8645833333333334,0.875,0.8666666666666667,0.875,0.847457627118644,0.875,0.875,0.8734177215189873,0.875,0.875
7,0.8888888888888888,0.8807339449541285,0.8888888888888888,0.8869565217391304,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8875,0.8861788617886179,0.8888888888888888,0.8785046728971962,0.8888888888888888,0.8823529411764706,0.8888888888888888,0.8656716417910447,0.8888888888888888,0.8888888888888888,0.8876404494382022,0.8888888888888888,0.8888888888888888
8,0.9,0.8925619834710744,0.9,0.8984375,0.9,0.9,0.9,0.898876404494382,0.8978102189781022,0.9,0.8916666666666667,0.9,0.8940397350993378,0.8992805755395683,0.88,0.9,0.9,0.898989898989899,0.9,0.9
9,0.9090909090909091,0.9022556390977443,0.9090909090909091,0.9078014184397163,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9081632653061225,0.9072847682119205,0.9090909090909091,0.9015151515151515,0.9090909090909091,0.9041916167664671,0.9084967320261438,0.891566265060241,0.9090909090909091,0.9090909090909091,0.908256880733945,0.9090909090909091,0.9090909090909091
