,Run 0,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25,Run 26,Run 27,Run 28,Run 29,Run 30,Run 31,Run 32,Run 33,Run 34,Run 35,Run 36,Run 37,Run 38,Run 39,Run 40,Run 41,Run 42,Run 43,Run 44,Run 45,Run 46,Run 47,Run 48,Run 49
0,0.006289308176100629,0.007042253521126761,0.006211180124223602,0.006329113924050633,0.006535947712418301,0.00684931506849315,0.006493506493506494,0.005813953488372093,0.006369426751592357,0.006666666666666667,0.006097560975609756,0.00641025641025641,0.006535947712418301,0.005988023952095809,0.006289308176100629,0.006993006993006993,0.006493506493506494,0.006369426751592357,0.006172839506172839,0.006289308176100629,0.00625,0.006024096385542169,0.007042253521126761,0.006802721088435374,0.006329113924050633,0.006060606060606061,0.006666666666666667,0.006666666666666667,0.006622516556291391,0.006060606060606061,0.0058823529411764705,0.00641025641025641,0.006622516556291391,0.006329113924050633,0.006329113924050633,0.00641025641025641,0.006369426751592357,0.00625,0.006493506493506494,0.006666666666666667,0.006711409395973154,0.005917159763313609,0.006369426751592357,0.005780346820809248,0.005952380952380952,0.006097560975609756,0.006211180124223602,0.006172839506172839,0.006329113924050633,0.00641025641025641
1,0.2597402597402597,0.25742574257425743,0.3080168776371308,0.2777777777777778,0.2743362831858407,0.2641509433962264,0.2850877192982456,0.2749003984063745,0.2807017543859649,0.2672811059907834,0.29045643153526973,0.26991150442477874,0.2772727272727273,0.2540983606557377,0.2672413793103448,0.28708133971291866,0.2544642857142857,0.26991150442477874,0.28451882845188287,0.24675324675324675,0.26609442060085836,0.27983539094650206,0.26108374384236455,0.2783018867924528,0.27586206896551724,0.2697095435684647,0.2534562211981567,0.26146788990825687,0.25229357798165136,0.31275720164609055,0.2764227642276423,0.2775330396475771,0.2831050228310502,0.28820960698689957,0.30303030303030304,0.2850877192982456,0.2826086956521739,0.2606837606837607,0.2831858407079646,0.271889400921659,0.2672811059907834,0.2834008097165992,0.27631578947368424,0.2777777777777778,0.285140562248996,0.2689075630252101,0.2703862660944206,0.28991596638655465,0.2575107296137339,0.28193832599118945
2,0.40066225165562913,0.3893129770992366,0.46325878594249204,0.4161290322580645,0.41946308724832215,0.39928057553956836,0.4271523178807947,0.4133738601823708,0.4266666666666667,0.40492957746478875,0.4371069182389937,0.4074074074074074,0.42160278745644597,0.3875,0.40327868852459015,0.4290909090909091,0.38305084745762713,0.4101694915254237,0.42857142857142855,0.37293729372937295,0.4019607843137255,0.4205607476635514,0.4,0.427536231884058,0.4150326797385621,0.41009463722397477,0.3873239436619718,0.3951048951048951,0.3824561403508772,0.470404984423676,0.4161490683229814,0.42424242424242425,0.43356643356643354,0.43666666666666665,0.4605263157894737,0.43333333333333335,0.43234323432343236,0.39158576051779936,0.4280936454849498,0.41901408450704225,0.41403508771929826,0.4246153846153846,0.4180602006688963,0.4259818731117825,0.425531914893617,0.40705128205128205,0.40327868852459015,0.43630573248407645,0.38961038961038963,0.4261744966442953
3,0.48525469168900803,0.4720496894409938,0.5578406169665809,0.5,0.5067385444743935,0.4883720930232558,0.5132978723404256,0.4987714987714988,0.5161290322580645,0.49002849002849,0.5265822784810127,0.49728260869565216,0.5112994350282486,0.473551637279597,0.49206349206349204,0.5190615835777126,0.46994535519125685,0.49725274725274726,0.5153061224489796,0.4533333333333333,0.48677248677248675,0.507537688442211,0.48623853211009177,0.5176470588235295,0.49473684210526314,0.49363867684478374,0.4715909090909091,0.4774011299435028,0.4630681818181818,0.5664160401002506,0.5050251256281407,0.5163043478260869,0.5297450424929179,0.5283018867924528,0.5570291777188329,0.5227882037533512,0.5212765957446809,0.4725848563968668,0.5161290322580645,0.50997150997151,0.5042492917847026,0.5210918114143921,0.5067750677506775,0.5195121951219512,0.5121951219512195,0.4948186528497409,0.4854111405835544,0.5256410256410257,0.4725848563968668,0.5176151761517616
4,0.545045045045045,0.5287958115183246,0.621505376344086,0.5574837310195228,0.5688487584650113,0.5439024390243903,0.5711111111111111,0.5567010309278351,0.5778781038374717,0.5454545454545454,0.586864406779661,0.5580865603644647,0.5724465558194775,0.5274261603375527,0.5476718403547672,0.5773955773955773,0.5275229357798165,0.5542725173210161,0.5747863247863247,0.5078299776286354,0.5432372505543237,0.5663157894736842,0.5449871465295629,0.5792079207920792,0.5484581497797357,0.5522388059701493,0.5298329355608592,0.5308056872037915,0.5202863961813843,0.6323529411764706,0.5654008438818565,0.5785876993166287,0.5938242280285035,0.5904977375565611,0.6222222222222222,0.5829596412556054,0.5812917594654788,0.5317286652078774,0.5752808988764045,0.5704057279236276,0.5581947743467933,0.577962577962578,0.5684931506849316,0.5807770961145194,0.570264765784114,0.5565217391304348,0.5412026726057907,0.5858369098712446,0.5349344978165939,0.5772727272727273
5,0.5883495145631068,0.5701357466063348,0.6691312384473198,0.5988805970149254,0.6116504854368932,0.5882352941176471,0.6125954198473282,0.6028368794326241,0.622568093385214,0.5896907216494846,0.6302367941712204,0.6031434184675835,0.6168032786885246,0.5644283121597096,0.5896946564885496,0.6215644820295984,0.5641025641025641,0.5924453280318092,0.6165137614678899,0.5452793834296724,0.583969465648855,0.6086956521739131,0.5911111111111111,0.6260683760683761,0.5890151515151515,0.5944954128440367,0.5708418891170431,0.5714285714285714,0.5596707818930041,0.6787003610108303,0.6090909090909091,0.6215686274509804,0.6400817995910021,0.6354775828460039,0.6692160611854685,0.6242774566473989,0.6264367816091954,0.5695488721804511,0.6177606177606177,0.6152263374485597,0.6032719836400818,0.6207513416815742,0.6134122287968442,0.6267605633802817,0.6101398601398601,0.599250936329588,0.5854126679462572,0.6291512915129152,0.5703564727954972,0.619140625
6,0.6177474402730375,0.601593625498008,0.7022653721682848,0.6290849673202614,0.6439522998296422,0.6199261992619927,0.6438127090301003,0.6360808709175739,0.6552901023890785,0.6213768115942029,0.664,0.6310344827586207,0.6486486486486487,0.5923566878980892,0.6214405360134003,0.6549165120593692,0.5951557093425606,0.6258741258741258,0.6479099678456591,0.5769881556683587,0.6147403685092128,0.6406995230524642,0.6262230919765166,0.6597744360902256,0.6196013289036545,0.6247987117552335,0.5992779783393501,0.6021505376344086,0.5895117540687161,0.7147385103011094,0.6421725239616614,0.6551724137931034,0.6768402154398564,0.6712328767123288,0.7046979865771812,0.6570945945945946,0.6588235294117647,0.599009900990099,0.649746192893401,0.6491862567811935,0.6373429084380611,0.6577708006279435,0.6453287197231834,0.6615146831530139,0.6401225114854517,0.631578947368421,0.6172006745362564,0.6607431340872375,0.5986842105263158,0.6518010291595198
7,0.6438356164383562,0.6263345195729537,0.7305475504322767,0.6526162790697675,0.669195751138088,0.6430921052631579,0.6681547619047619,0.6601941747572816,0.6818873668188736,0.6462035541195477,0.6894586894586895,0.6559139784946236,0.6736334405144695,0.6141843971631206,0.6447761194029851,0.6809917355371901,0.6163328197226502,0.6521060842433697,0.6723891273247496,0.6003016591251885,0.6388059701492538,0.6657223796033994,0.6509598603839442,0.6890756302521008,0.643491124260355,0.648493543758967,0.6247987117552335,0.6277955271565495,0.614516129032258,0.7418899858956276,0.6680911680911681,0.683076923076923,0.7044728434504792,0.6992366412213741,0.7324364723467862,0.6827067669172933,0.6856287425149701,0.6240822320117474,0.6757164404223228,0.6725806451612903,0.664,0.6825174825174826,0.6723338485316847,0.6887052341597796,0.6648501362397821,0.658357771260997,0.643609022556391,0.6853448275862069,0.6207906295754027,0.6773700305810397
8,0.6648351648351648,0.6463022508038585,0.7532467532467533,0.6736566186107471,0.6885245901639344,0.6646884272997032,0.6876675603217158,0.68125,0.7032967032967034,0.6661807580174927,0.711168164313222,0.6772853185595568,0.6952104499274311,0.6317135549872123,0.6635262449528937,0.7019374068554396,0.6342141863699583,0.6732394366197183,0.6937984496124031,0.6190476190476191,0.6590296495956873,0.685823754789272,0.6735015772870663,0.7101669195751138,0.6613333333333333,0.6675291073738681,0.6453488372093024,0.6469740634005764,0.6346433770014556,0.7636594663278272,0.6889460154241646,0.7045769764216366,0.7287157287157288,0.7231404958677686,0.7547169811320755,0.7032520325203252,0.708502024291498,0.6441798941798942,0.6965986394557823,0.6943231441048034,0.6854256854256854,0.7023959646910467,0.6935933147632312,0.7105590062111802,0.6855036855036855,0.6798941798941799,0.6635006784260515,0.7059585492227979,0.6411609498680739,0.6979310344827586
9,0.6821026282853567,0.6627565982404692,0.7718676122931442,0.6889153754469607,0.7052238805970149,0.6810810810810811,0.7036585365853658,0.6962457337883959,0.72090112640801,0.6826029216467463,0.727803738317757,0.694829760403531,0.7129629629629629,0.6472642607683353,0.678921568627451,0.7191316146540027,0.6506329113924051,0.6906290115532734,0.7114252061248527,0.6344485749690211,0.6748466257668712,0.7015098722415796,0.6910919540229885,0.7285318559556787,0.6771844660194175,0.6831566548881036,0.6626984126984127,0.6653543307086615,0.649867374005305,0.7815028901734105,0.7060889929742389,0.7222222222222222,0.7486842105263158,0.7427854454203262,0.7730061349693251,0.7209876543209877,0.7248157248157249,0.6606498194945848,0.7137546468401487,0.7122015915119363,0.7030223390275953,0.722158438576349,0.7115628970775095,0.7285067873303167,0.7024608501118568,0.6975903614457831,0.681087762669963,0.722877358490566,0.6554621848739496,0.7130325814536341
