Seed,Learned tight sets,Total tight sets,Fraction of tight sets seen
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
1234,45,47,0.9574468085106383
